SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Hylophilus flavipes insularis,Scrub Greenlet (Tobago),scrgre4,issf,18896.0,SCGR SGGR SCRG,HYFL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,scrgre1,,,vireon1
Hylophilus semicinereus,Gray-chested Greenlet,gycgre1,species,18897.0,GCGR,HYSE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Hylophilus brunneiceps,Brown-headed Greenlet,brhgre1,species,18901.0,BHGR,HYBR,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Hylophilus thoracicus,Lemon-chested Greenlet,lecgre2,species,18902.0,LCGR RDJC,HYTH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Hylophilus thoracicus griseiventris/aemulus,Lemon-chested Greenlet (Lemon-chested),lecgre1,issf,18903.0,RDJC LCGR,HYTH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,lecgre2,,,vireon1
Hylophilus thoracicus thoracicus,Lemon-chested Greenlet (Rio de Janeiro),lecgre3,issf,18906.0,RDJC LCGR,HYTH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,lecgre2,,,vireon1
Vireolanius melitophrys,Chestnut-sided Shrike-Vireo,cssvir1,species,18907.0,,VIME,CSSV,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireolanius pulchellus,Green Shrike-Vireo,grsvir1,species,18910.0,GSVI,VIPU,GRSV,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireolanius eximius,Yellow-browed Shrike-Vireo,ybsvir1,species,18915.0,,VIEX,YBSV,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireolanius leucotis,Slaty-capped Shrike-Vireo,scsvir1,species,18918.0,SCLS SCSV,VILE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireolanius leucotis mikettae,Slaty-capped Shrike-Vireo (Pale-legged),slcshv1,issf,18919.0,SCSV SCLS,VILE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,scsvir1,,,vireon1
Vireolanius leucotis [leucotis Group],Slaty-capped Shrike-Vireo (Slaty-capped),slcshv2,issf,18920.0,SCLS SCSV,VILE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,scsvir1,,,vireon1
Tunchiornis ochraceiceps,Tawny-crowned Greenlet,tacgre1,species,18924.0,TCCG,TUOC,TCGR,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Tunchiornis ochraceiceps [ochraceiceps Group],Tawny-crowned Greenlet (Tawny-crowned),tacgre2,issf,18925.0,TCCG TCGR,TUOC,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,tacgre1,,,vireon1
Tunchiornis ochraceiceps ferrugineifrons/viridior,Tawny-crowned Greenlet (Rufous-fronted),tacgre4,issf,18930.0,TCCG TCGR,TUOC,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,tacgre1,,,vireon1
Tunchiornis ochraceiceps luteifrons,Tawny-crowned Greenlet (Olive-crowned),tacgre5,issf,18933.0,TCCG TCGR,TUOC,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,tacgre1,,,vireon1
Tunchiornis ochraceiceps rubrifrons/lutescens,Tawny-crowned Greenlet (Red-fronted),tacgre3,issf,18934.0,TCCG TCGR,TUOC,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,tacgre1,,,vireon1
Pachysylvia decurtata,Lesser Greenlet,lesgre1,species,18937.0,LEGR,PADE,LESG,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Pachysylvia decurtata decurtata/darienensis,Lesser Greenlet (Northern),lesgre2,issf,18938.0,LESG LEGR,PADE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,lesgre1,,,vireon1
Pachysylvia decurtata minor,Lesser Greenlet (Gray-headed),lesgre3,issf,18941.0,LESG LEGR,PADE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,lesgre1,,,vireon1
Pachysylvia hypoxantha,Dusky-capped Greenlet,ducgre1,species,18942.0,DCGR,PAHY,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Pachysylvia muscicapina,Buff-cheeked Greenlet,bucgre1,species,18949.0,BCGR,PAMU,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Pachysylvia aurantiifrons,Golden-fronted Greenlet,gofgre1,species,18952.0,,PAAU,GFGR,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Pachysylvia semibrunnea,Rufous-naped Greenlet,rungre1,species,18956.0,RNGR,PASE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Hylophilus/Tunchiornis/Pachysylvia sp.,greenlet sp.,greenl1,spuh,18957.0,,,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo hypochryseus,Golden Vireo,golvir1,species,18958.0,GOGR,VIHY,GOVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo osburni,Blue Mountain Vireo,blmvir1,species,18962.0,,VIOS,BMVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo brevipennis,Slaty Vireo,slavir1,species,18963.0,,VIBR,SLVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo atricapilla,Black-capped Vireo,bkcvir1,species,18964.0,,VIAT,BCVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo nelsoni,Dwarf Vireo,dwavir1,species,18965.0,,VINE,DWVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo griseus,White-eyed Vireo,whevir,species,18966.0,,VIGR,WEVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo griseus [griseus Group],White-eyed Vireo (White-eyed),whevir1,issf,18967.0,WEVI,VIGR,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,whevir,,,vireon1
Vireo griseus perquisitor,White-eyed Vireo (Veracruz),whevir2,issf,18973.0,WEVI,VIGR,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,whevir,,,vireon1
Vireo atricapilla x griseus,Black-capped x White-eyed Vireo (hybrid),x01067,hybrid,18974.0,WEVI BCVI,VIGR VIAT,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo crassirostris,Thick-billed Vireo,thbvir,species,18975.0,,VICR,TBVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo pallens,Mangrove Vireo,manvir1,species,18981.0,,VIPA,MAVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo pallens paluster,Mangrove Vireo (West Mexico),manvir4,issf,18982.0,MAVI,VIPA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,manvir1,,,vireon1
Vireo pallens [semiflavus Group],Mangrove Vireo (Northern Central America),manvir3,issf,18983.0,MAVI,VIPA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,manvir1,,,vireon1
Vireo pallens approximans,Mangrove Vireo (Providencia),thbvir2,issf,18987.0,PRVI MAVI,VIPA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,manvir1,,,vireon1
Vireo pallens [pallens Group],Mangrove Vireo (Southern Central America),manvir2,issf,18988.0,MAVI,VIPA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,manvir1,,,vireon1
Vireo bairdi,Cozumel Vireo,cozvir1,species,18992.0,,VIBA,COVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo caribaeus,San Andres Vireo,stavir1,species,18993.0,,VICA,SAVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo modestus,Jamaican Vireo,jamvir1,species,18994.0,,VIMO,JAVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo gundlachii,Cuban Vireo,cubvir1,species,18995.0,,VIGU,CUVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo latimeri,Puerto Rican Vireo,purvir1,species,18996.0,,VILA,PRVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo nanus,Flat-billed Vireo,flbvir1,species,18997.0,,VINA,FBVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo bellii,Bell's Vireo,belvir,species,18998.0,,VIBE,BEVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo bellii bellii/medius,Bell's Vireo (Eastern),belvir1,issf,18999.0,BEVI,VIBE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,belvir,,,vireon1
Vireo bellii arizonae,Bell's Vireo (Arizona),belvir2,issf,19002.0,BEVI,VIBE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,belvir,,,vireon1
Vireo bellii pusillus,Bell's Vireo (Least),belvir3,issf,19003.0,BEVI,VIBE,LBVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,belvir,,,vireon1
Vireo vicinior,Gray Vireo,gryvir,species,19004.0,,VIVI,GRVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo huttoni,Hutton's Vireo,hutvir,species,19005.0,,VIHU,HUVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo huttoni [huttoni Group],Hutton's Vireo (Pacific),hutvir1,issf,19006.0,HUVI,VIHU,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,hutvir,,,vireon1
Vireo huttoni [stephensi Group],Hutton's Vireo (Interior),hutvir2,issf,19015.0,HUVI,VIHU,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,hutvir,,,vireon1
Vireo flavifrons,Yellow-throated Vireo,yetvir,species,19021.0,,VIFL,YTVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo carmioli,Yellow-winged Vireo,yewvir1,species,19022.0,,VICA,YWVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo masteri,Choco Vireo,chovir1,species,19023.0,CHVI,VIMA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo cassinii,Cassin's Vireo,casvir,species,19024.0,,VICA,CAVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo cassinii cassinii,Cassin's Vireo (Cassin's),casvir1,issf,19025.0,CAVI,VICA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,casvir,,,vireon1
Vireo cassinii lucasanus,Cassin's Vireo (San Lucas),casvir2,issf,19026.0,CAVI,VICA,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,casvir,,,vireon1
Vireo solitarius,Blue-headed Vireo,buhvir,species,19027.0,,VISO,BHVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo flavifrons x solitarius,Yellow-throated x Blue-headed Vireo (hybrid),x00411,hybrid,19030.0,BHVI YTVI,VIFL VISO,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo cassinii/solitarius,Cassin's/Blue-headed Vireo,y00485,slash,19031.0,CAVI BHVI,VICA VISO,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo plumbeus,Plumbeous Vireo,plsvir,species,19032.0,,VIPL,PLVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo plumbeus plumbeus/gravis,Plumbeous Vireo (Plumbeous),pluvir1,issf,19033.0,PLVI,VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,plsvir,,,vireon1
Vireo plumbeus notius/montanus,Plumbeous Vireo (Central American),pluvir2,issf,19036.0,PLVI,VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,plsvir,,,vireon1
Vireo plumbeus x solitarius,Plumbeous x Blue-headed Vireo (hybrid),x00412,hybrid,19039.0,BHVI PLVI,VIPL VISO,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo cassinii/plumbeus,Cassin's/Plumbeous Vireo,y00484,slash,19040.0,PLVI CAVI,VICA VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo solitarius/plumbeus,Blue-headed/Plumbeous Vireo,y01323,slash,19041.0,BHVI PLVI,VISO VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo cassinii/solitarius/plumbeus,solitary vireo sp.,solvir1,spuh,19042.0,,,SOVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo sclateri,Tepui Vireo,tepgre1,species,19043.0,TEVI,VISC,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo philadelphicus,Philadelphia Vireo,phivir,species,19044.0,,VIPH,PHVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo gilvus,Warbling Vireo,warvir,species,19045.0,,VIGI,WAVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo gilvus gilvus,Warbling Vireo (Eastern),eawvir1,issf,19046.0,WAVI,VIGI,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,warvir,,,vireon1
Vireo gilvus [swainsoni Group],Warbling Vireo (Western),wewvir2,issf,19047.0,WAVI,VIGI,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,warvir,,,vireon1
Vireo philadelphicus/gilvus,Philadelphia/Warbling Vireo,y00704,slash,19052.0,WAVI PHVI,VIGI VIPH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo leucophrys,Brown-capped Vireo,brcvir1,species,19053.0,BCVI,VILE,BCAV,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo leucophrys [amauronotus Group],Brown-capped Vireo (Northern),bncvir12,issf,19054.0,BCAV BCVI,VILE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,brcvir1,,,vireon1
Vireo leucophrys [leucophrys Group],Brown-capped Vireo (Southern),bncvir13,issf,19059.0,BCAV BCVI,VILE,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,brcvir1,,,vireon1
Vireo olivaceus,Red-eyed Vireo,reevir1,species,19067.0,,VIOL,REVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo philadelphicus x olivaceus,Philadelphia x Red-eyed Vireo (hybrid),x00889,hybrid,19068.0,REVI PHVI,VIOL VIPH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo gilvus x olivaceus,Warbling x Red-eyed Vireo (hybrid),x00890,hybrid,19069.0,REVI WAVI,VIOL VIGI,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo philadelphicus/olivaceus,Philadelphia/Red-eyed Vireo,y00741,slash,19070.0,REVI PHVI,VIOL VIPH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo chivi,Chivi Vireo,chivir1,species,19071.0,CHVI,VICH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo chivi [agilis Group],Chivi Vireo (resident),reevir3,issf,19072.0,CHVI,VICH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,chivir1,,,vireon1
Vireo chivi chivi/diversus,Chivi Vireo (migratory),reevir2,issf,19080.0,CHVI,VICH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,chivir1,,,vireon1
Vireo olivaceus/chivi,Red-eyed/Chivi Vireo,reevir,slash,19083.0,REVI CHVI,VICH VIOL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo gracilirostris,Noronha Vireo,norvir1,species,19084.0,NOVI,VIGR,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo flavoviridis,Yellow-green Vireo,yegvir,species,19085.0,,VIFL,YGVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo flavoviridis [flavoviridis Group],Yellow-green Vireo (Yellow-green),yegvir5,issf,19086.0,YGVI,VIFL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,yegvir,,,vireon1
Vireo flavoviridis forreri,Yellow-green Vireo (Tres Marias Is.),yegvir2,issf,19090.0,YGVI,VIFL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,yegvir,,,vireon1
Vireo olivaceus/flavoviridis,Red-eyed/Yellow-green Vireo,y01145,slash,19091.0,YGVI REVI,VIOL VIFL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo altiloquus,Black-whiskered Vireo,bkwvir,species,19092.0,,VIAL,BWVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo olivaceus/altiloquus,Red-eyed/Black-whiskered Vireo,y01146,slash,19099.0,REVI BWVI,VIOL VIAL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo magister,Yucatan Vireo,yucvir,species,19100.0,,VIMA,YUVI,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo sp. (Red-eyed Vireo complex),vireo sp. (Red-eyed Vireo complex),vireo2,spuh,19103.0,,,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo sp.,vireo sp.,vireo1,spuh,19104.0,,,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Pseudorectes ferrugineus,Rusty Pitohui,ruspit1,species,19106.0,RUPI,PSFE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pseudorectes incertus,White-bellied Pitohui,whbpit1,species,19113.0,WBPI,PSIN,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla woodwardi,Sandstone Shrikethrush,sansht2,species,19114.0,SASH SAST SSTH,COWO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla boweri,Bower's Shrikethrush,bowsht1,species,19115.0,BOST BOSH BSTH,COBO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla harmonica,Gray Shrikethrush,grysht1,species,19116.0,GRSH GSTH GRST,COHA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla tenebrosa,Sooty Shrikethrush,soosht1,species,19123.0,SSTH SOST SOSH,COTE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla fortis,Variable Shrikethrush,litshr5,species,19126.0,VASH LSTH,COFO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla affinis,Waigeo Shrikethrush,litshr6,species,19132.0,LSTH WASH,COAF,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla obscura,Mamberamo Shrikethrush,litshr1,species,19133.0,LSTH MASH,COOB,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla tappenbecki,Sepik-Ramu Shrikethrush,litshr3,species,19137.0,LSTH SRSH,COTA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla megarhyncha,Arafura Shrikethrush,rufsht2,species,19141.0,ARSH LSTH,COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla discolor,Tagula Shrikethrush,litshr4,species,19150.0,LSTH TASH,CODI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla rufogaster,Rufous Shrikethrush,litshr2,species,19151.0,LSTH RUSH,CORU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla megarhyncha/rufogaster,Arafura/Rufous Shrikethrush,y00409,slash,19159.0,LSTH ARSH RUSH,CORU COME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Colluricincla sp.,Colluricincla sp.,collur1,spuh,19160.0,,,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Melanorectes nigrescens,Black Pitohui,blapit1,species,19161.0,BLPI,MENI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Coracornis sanghirensis,Sangihe Whistler,sansht1,species,19168.0,SAWH,COSA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Coracornis raveni,Maroon-backed Whistler,mabwhi1,species,19169.0,MBWH,CORA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala olivacea,Olive Whistler,oliwhi1,species,19170.0,OLWH,PAOL,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala rufogularis,Red-lored Whistler,relwhi1,species,19176.0,RLWH,PARU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala inornata,Gilbert's Whistler,gilwhi1,species,19177.0,GIWH,PAIN,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala nudigula,Bare-throated Whistler,batwhi1,species,19178.0,BTWH,PANU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala orpheus,Fawn-breasted Whistler,fabwhi1,species,19181.0,FBWH,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala orpheus orpheus,Fawn-breasted Whistler (Timor),fabwhi2,issf,19182.0,FBWH,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,fabwhi1,,,pachyc2
Pachycephala orpheus par/compar,Fawn-breasted Whistler (Banda Sea),yetwhi4,issf,19183.0,FBWH YTWH,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,fabwhi1,,,pachyc2
Pachycephala schlegelii,Regent Whistler,regwhi1,species,19186.0,REWH,PASC,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala chlorura,Vanuatu Whistler,necwhi2,species,19190.0,GOWH VAWH MEWH,PACH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala meyeri,Vogelkop Whistler,vogwhi1,species,19195.0,VOWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala soror,Sclater's Whistler,sclwhi1,species,19196.0,SCWH,PASO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala vitiensis,White-throated Fiji Whistler,whtwhi1,species,19202.0,FIWH WTFW,PAVI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala graeffii,Yellow-throated Fiji Whistler,fijwhi1,species,19206.0,FIWH YTFW,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala flavifrons,Samoan Whistler,samwhi1,species,19214.0,SAWH,PAFL,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala jacquinoti,Tongan Whistler,tonwhi1,species,19215.0,TOWH,PAJA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala caledonica,New Caledonian Whistler,necwhi3,species,19216.0,NCWH,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala implicata,Guadalcanal Hooded Whistler,guhwhi1,species,19217.0,HOWH GHWH,PAIM,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala richardsi,Bougainville Hooded Whistler,bohwhi1,species,19218.0,BHWH BOWH,PARI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala citreogaster,Bismarck Whistler,biswhi1,species,19219.0,GOWH BIWH,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala collaris,Louisiade Whistler,louwhi1,species,19225.0,GOWH LOWH,PACO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala ornata,Nendo Whistler,temwhi2,species,19229.0,NEWH,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala utupuae,Utupua Whistler,temwhi3,species,19230.0,UTWH,PAUT,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala vanikorensis,Vanikoro Whistler,temwhi4,species,19231.0,VAWH,PAVA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala orioloides,Oriole Whistler,oriwhi1,species,19232.0,ORWH,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala feminina,Rennell Whistler,renwhi1,species,19242.0,REWH,PAFE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala calliope,Tenggara Whistler,rubwhi1,species,19243.0,TEWH SBWH RBWH,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala calliope [fulvotincta Group],Tenggara Whistler (Rusty-breasted),rubwhi3,issf,19244.0,TEWH SBWH RBWH,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,rubwhi1,,,pachyc2
Pachycephala calliope calliope,Tenggara Whistler (Timor),yetwhi3,issf,19249.0,YTWH TEWH SBWH RBWH,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,rubwhi1,,,pachyc2
Pachycephala teysmanni,Selayar Whistler,rubwhi2,species,19250.0,SEWH RBWH,PATE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala macrorhyncha,Moluccan Whistler,yetwhi1,species,19251.0,GSWH YTWH MOWH,PAMA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala sharpei,Babar Whistler,yetwhi6,species,19257.0,YTWH BAWH,PASH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
